n   time 
      112225  0.385297000000000     
      112896  0.460433000000000     
      113569  0.379182000000000     
      114244  0.391027000000000     
      114921  0.394351000000000     
      115600  0.401418000000000     
      116281  0.420995000000000     
      116964  0.411054000000000     
      117649  0.412744000000000     
      118336  0.410407000000000     
      119025  0.428632000000000     
      119716  0.418605000000000     
      120409  0.428749000000000     
      121104  0.425834000000000     
      121801  0.435789000000000     
      122500  0.429282000000000     
      123201  0.434547000000000     
      123904  0.483581000000000     
      124609  0.436669000000000     
      125316  0.453728000000000     
      126025  0.462255000000000     
      126736  0.454772000000000     
      127449  0.454955000000000     
      128164  0.469266000000000     
      128881  0.467142000000000     
      129600  0.480214000000000     
      130321  0.476620000000000     
      131044  0.472454000000000     
      131769  0.484409000000000     
      132496  0.490801000000000     
      133225  0.492721000000000     
      133956  0.507243000000000     
      134689  0.500494000000000     
      135424  0.541568000000000     
      136161  0.510418000000000     
      136900  0.508325000000000     
      137641  0.521525000000000     
      138384  0.523911000000000     
      139129  0.528561000000000     
      139876  0.532515000000000     
      140625  0.529946000000000     
      141376  0.531965000000000     
      142129  0.517356000000000     
      142884  0.527691000000000     
      143641  0.553652000000000     
      144400  0.533481000000000     
      145161  0.545510000000000     
      145924  0.536864000000000     
      146689  0.546008000000000     
      147456  0.767071000000000     
      148225  0.551380000000000     
      148996  0.560281000000000     
      149769  0.559037000000000     
      150544  0.572266000000000     
      151321  0.564424000000000     
      152100  0.588177000000000     
      152881  0.588893000000000     
      153664  0.577736000000000     
      154449  0.588783000000000     
      155236  0.606669000000000     
      156025  0.605294000000000     
      156816  0.597149000000000     
      157609  0.601498000000000     
      158404  0.639488000000000     
      159201  0.621028000000000     
      160000  0.699610000000000     
      160801  0.622865000000000     
      161604  0.641306000000000     
      162409  0.644171000000000     
      163216  0.637839000000000     
      164025  0.647595000000000     
      164836  0.653802000000000     
      165649  0.668363000000000     
      166464  0.650917000000000     
      167281  0.689911000000000     
      168100  0.685613000000000     
      168921  0.678976000000000     
      169744  0.679365000000000     
      170569  0.712200000000000     
      171396  0.699915000000000     
      172225  0.692384000000000     
      173056  0.802973000000000     
      173889  0.708465000000000     
      174724  0.708951000000000     
      175561  0.784284000000000     
      176400  0.716055000000000     
      177241  0.758829000000000     
      178084  0.739460000000000     
      178929  0.765294000000000     
      179776  0.738543000000000     
      180625  0.771181000000000     
      181476  0.781594000000000     
      182329  0.779209000000000     
      183184  0.770498000000000     
      184041  0.803414000000000     
      184900  0.799463000000000     
      185761  0.789039000000000     
      186624  0.858761000000000     
      187489  0.815086000000000     
      188356  0.796914000000000     
      189225  0.814462000000000     
      190096  0.838295000000000     
      190969  0.828202000000000     
      191844  0.821827000000000     
      192721  0.883631000000000     
      193600  0.866898000000000     
      194481  0.874973000000000     
      195364  0.859530000000000     
      196249  0.869205000000000     
      197136  0.908968000000000     
      198025  0.872536000000000     
      198916  0.894625000000000     
      199809  0.877658000000000     
      200704   1.11421500000000     
      201601  0.911282000000000     
      202500  0.914951000000000     
      203401  0.908266000000000     
      204304  0.926526000000000     
      205209  0.973827000000000     
      206116  0.931551000000000     
      207025  0.995729000000000     
      207936  0.937497000000000     
      208849  0.952159000000000     
      209764  0.979051000000000     
      210681  0.992392000000000     
      211600  0.984228000000000     
      212521  0.999732000000000     
      213444   1.00473100000000     
      214369  0.998619000000000     
      215296   1.05158100000000     
      216225   1.02412400000000     
      217156   1.02315200000000     
      218089   1.01713300000000     
      219024   1.03877500000000     
      219961   1.04763800000000     
      220900   1.07545400000000     
      221841   1.06503800000000     
      222784   1.06271200000000     
      223729   1.06276100000000     
      224676   1.07812900000000     
      225625   1.08431400000000     
      226576   1.10589800000000     
      227529   1.14398200000000     
      228484   1.13612300000000     
      229441   1.12477500000000     
      230400   1.21606100000000     
      231361   1.13164900000000     
      232324   1.15667100000000     
      233289   1.15418800000000     
      234256   1.15188200000000     
      235225   1.18244000000000     
      236196   1.16251300000000     
      237169   1.18416200000000     
      238144   1.19135700000000     
      239121   1.20385500000000     
      240100   1.20443600000000     
      241081   1.23086900000000     
      242064   1.23616300000000     
      243049   1.23910300000000     
      244036   1.24884700000000     
      245025   1.26586900000000     
      246016   1.30410500000000     
      247009   1.26932400000000     
      248004   1.31043800000000     
      249001   1.28450900000000     
      250000   1.31129600000000     
      251001   1.33516800000000     
      252004   1.35987600000000     
      253009   1.35057100000000     
      254016   1.34908100000000     
      255025   1.33930700000000     
      256036   1.36171100000000     
      257049   1.40547500000000     
      258064   1.39288200000000     
      259081   1.41928400000000     
      260100   1.39743900000000     
      261121   1.39118200000000     
      262144   2.00079200000000     
      263169   1.45785500000000     
      264196   1.47384700000000     
      265225   1.44843200000000     
      266256   1.47332900000000     
      267289   1.47002200000000     
      268324   1.47199900000000     
      269361   1.48757300000000     
      270400   1.49898300000000     
      271441   1.48026500000000     
      272484   1.57660900000000     
      273529   1.55381900000000     
      274576   1.50504500000000     
      275625   1.54353400000000     
      276676   1.52956700000000     
      277729   1.56845600000000     
      278784   1.60612200000000     
      279841   1.59007200000000     
      280900   1.60236700000000     
      281961   1.63033000000000     
      283024   1.60397300000000     
      284089   1.60089800000000     
      285156   1.61780900000000     
      286225   1.63408400000000     
      287296   1.65520200000000     
      288369   1.67363100000000     
      289444   1.66423400000000     
      290521   1.64711600000000     
      291600   1.74938000000000     
      292681   1.74723400000000     
      293764   1.72517100000000     
      294849   1.76166400000000     
      295936   1.86850400000000     
      297025   1.78108500000000     
      298116   1.76638500000000     
      299209   1.73856100000000     
      300304   1.74762000000000     
      301401   1.74735100000000     
      302500   1.79660000000000     
      303601   1.79716400000000     
      304704   1.76845700000000     
      305809   1.81266000000000     
      306916   1.80107800000000     
      308025   1.81039000000000     
      309136   1.82579000000000     
      310249   1.85220000000000     
      311364   1.84497100000000     
      312481   1.90511700000000     
      313600   1.87062400000000     
      314721   1.95992300000000     
      315844   1.94387900000000     
      316969   1.89993200000000     
      318096   1.91661700000000     
      319225   1.93279200000000     
      320356   1.91132700000000     
      321489   1.95769600000000     
      322624   1.97994700000000     
      323761   1.95805100000000     
      324900   1.99936600000000     
      326041   1.99021500000000     
      327184   2.00120700000000     
      328329   1.99376000000000     
      329476   2.01619400000000     
      330625   2.03148600000000     
      331776   2.55090000000000     
      332929   2.04258900000000     
      334084   2.08810400000000     
      335241   2.17083700000000     
      336400   2.08057200000000     
      337561   2.08123400000000     
      338724   2.10070600000000     
      339889   2.13758400000000     
      341056   2.12541600000000     
      342225   2.17421300000000     
      343396   2.19005600000000     
      344569   2.19680600000000     
      345744   2.20109100000000     
      346921   2.25557900000000     
      348100   2.16374900000000     
      349281   2.20200400000000     
      350464   2.25012100000000     
      351649   2.25112700000000     
      352836   2.25168500000000     
      354025   2.23367300000000     
      355216   2.27129800000000     
      356409   2.29741200000000     
      357604   2.28011300000000     
      358801   2.26512100000000     
      360000   2.29253200000000     
      361201   2.28811700000000     
      362404   2.31579600000000     
      363609   2.31255900000000     
      364816   2.33943700000000     
      366025   2.35918100000000     
      367236   2.35621600000000     
      368449   2.37995400000000     
      369664   2.63182400000000     
      370881   2.38929400000000     
      372100   2.44320200000000     
      373321   2.41659400000000     
      374544   2.46837900000000     
      375769   2.45912600000000     
      376996   2.46691200000000     
      378225   2.47191600000000     
      379456   2.53050800000000     
      380689   2.49977800000000     
      381924   2.63098900000000     
      383161   2.52402200000000     
      384400   2.55225600000000     
      385641   2.52354600000000     
      386884   2.55325000000000     
      388129   2.59551400000000     
      389376   2.58561100000000     
      390625   2.61315900000000     
      391876   2.62213500000000     
      393129   2.67184500000000     
      394384   2.70952200000000     
      395641   2.79928900000000     
      396900   2.73381800000000     
      398161   2.71805700000000     
      399424   2.77519600000000     
      400689   2.80777100000000     
      401956   2.71002900000000     
      403225   2.74478200000000     
      404496   2.80711500000000     
      405769   2.76759900000000     
      407044   2.76900300000000     
      408321   2.80981800000000     
      409600   3.75300500000000     
      410881   2.78951100000000     
      412164   2.80441700000000     
      413449   2.82265000000000     
      414736   2.84522900000000     
      416025   2.87854700000000     
      417316   2.89511900000000     
      418609   2.89486000000000     
      419904   2.88985500000000     
      421201   2.90554200000000     
      422500   2.94989900000000     
      423801   2.93524300000000     
      425104   2.96460300000000     
      426409   3.00625200000000     
      427716   3.00890700000000     
      429025   3.04682600000000     
      430336   3.03533500000000     
      431649   3.02567000000000     
      432964   3.09152800000000     
      434281   3.08350700000000     
      435600   3.04597300000000     
      436921   3.08503300000000     
      438244   3.06368600000000     
      439569   3.16007500000000     
      440896   3.26033900000000     
      442225   3.24496200000000     
      443556   3.14463600000000     
      444889   3.17242500000000     
      446224   3.21196900000000     
      447561   3.31958100000000     
      448900   3.34997900000000     
      450241   3.19861600000000     
      451584   3.57730400000000     
      452929   3.25247100000000     
      454276   3.27837500000000     
      455625   3.26850300000000     
      456976   3.31023600000000     
      458329   3.29623600000000     
      459684   3.34895600000000     
      461041   3.35914500000000     
      462400   3.36314100000000     
      463761   3.33446800000000     
      465124   3.38810200000000     
      466489   3.42538300000000     
      467856   3.41777800000000     
      469225   3.40273700000000     
      470596   3.58430500000000     
      471969   3.46883600000000     
      473344   3.61465900000000     
      474721   3.52919400000000     
      476100   3.56640200000000     
      477481   3.54635900000000     
      478864   3.54738500000000     
      480249   3.55421600000000     
      481636   3.77091200000000     
      483025   3.64508500000000     
      484416   3.66955400000000     
      485809   3.77353100000000     
      487204   3.61340900000000     
      488601   3.74467300000000     
      490000   3.80560300000000     
      491401   3.65137700000000     
      492804   3.68458200000000     
      494209   3.81145000000000     
      495616   4.69157300000000     
      497025   3.75738900000000     
      498436   3.76267100000000     
      499849   3.77104500000000     
      501264   3.82459800000000     
      502681   3.79940400000000     
      504100   3.79518700000000     
      505521   3.89078100000000     
      506944   3.86769900000000     
      508369   3.90487400000000     
      509796   3.92818200000000     
      511225   3.94468000000000     
      512656   3.90123900000000     
      514089   3.98039900000000     
      515524   3.96518400000000     
      516961   3.95589000000000     
      518400   4.03900700000000     
      519841   4.20442000000000     
      521284   4.14683100000000     
      522729   4.19232300000000     
      524176   4.06680500000000     
      525625   4.08048400000000     
      527076   4.12657100000000     
      528529   4.11651900000000     
      529984   4.12428800000000     
      531441   4.13959800000000     
      532900   4.14077000000000     
      534361   4.17701600000000     
      535824   4.13293100000000     
      537289   4.20885000000000     
      538756   4.30960200000000     
      540225   4.33793500000000     
      541696   4.82256900000000     
      543169   4.29000400000000     
      544644   4.32659900000000     
      546121   4.41746400000000     
      547600   4.36637500000000     
      549081   4.33694400000000     
      550564   4.38214500000000     
      552049   4.35768000000000     
      553536   4.45042400000000     
      555025   4.49191300000000     
      556516   4.55432700000000     
      558009   4.44648300000000     
      559504   4.46890300000000     
      561001   4.50955200000000     
      562500   4.48728300000000     
      564001   4.55303000000000     
      565504   4.66724400000000     
      567009   4.56919600000000     
      568516   4.64279000000000     
      570025   4.66111200000000     
      571536   4.68536100000000     
      573049   4.60014400000000     
      574564   4.67640800000000     
      576081   4.74167600000000     
      577600   4.72380500000000     
      579121   4.72372300000000     
      580644   4.72894000000000     
      582169   4.74181400000000     
      583696   4.92118300000000     
      585225   4.79526000000000     
      586756   4.80011800000000     
      588289   4.93637700000000     
      589824   6.59412300000000     
      591361   4.97174000000000     
      592900   5.29549400000000     
      594441   4.93285500000000     
      595984   4.98361000000000     
      597529   4.98238100000000     
      599076   5.00105900000000     
      600625   5.11429800000000     
      602176   5.06933900000000     
      603729   5.02929900000000     
      605284   5.03713600000000     
      606841   5.07970400000000     
      608400   5.10407400000000     
      609961   5.10294600000000     
      611524   5.33450800000000     
      613089   5.14479700000000     
      614656   5.25058400000000     
      616225   5.22413600000000     
      617796   5.23197600000000     
      619369   5.44204900000000     
      620944   5.26661500000000     
      622521   5.25985800000000     
      624100   5.54038400000000     
      625681   5.30320200000000     
      627264   5.32660800000000     
      628849   5.40811000000000     
      630436   5.33801700000000     
      632025   5.37671700000000     
      633616   5.46027100000000     
      635209   5.48295600000000     
      636804   5.49857400000000     
      638401   5.47138300000000     
      640000   6.31810900000000     
      641601   5.66890500000000     
      643204   5.62359400000000     
      644809   5.55459800000000     
      646416   5.60326000000000     
      648025   5.79296800000000     
      649636   5.71664300000000     
      651249   5.58971300000000     
      652864   5.68610200000000     
      654481   5.85586200000000     
      656100   5.74063000000000     
      657721   5.74844500000000     
      659344   5.75889900000000     
      660969   5.76620400000000     
      662596   5.78492300000000     
      664225   5.89087800000000     
      665856   6.02872900000000     
      667489   5.85814700000000     
      669124   5.91222900000000     
      670761   5.99357900000000     
      672400   5.96192700000000     
      674041   6.10919300000000     
      675684   6.10085100000000     
      677329   6.29319900000000     
      678976   6.14426000000000     
      680625   6.49603300000000     
      682276   6.12274200000000     
      683929   6.08797000000000     
      685584   6.10383500000000     
      687241   6.18953900000000     
      688900   6.14965600000000     
      690561   6.25398400000000     
      692224   8.19797700000000     
      693889   6.28121600000000     
      695556   6.21895300000000     
      697225   6.31900400000000     
      698896   6.29591300000000     
      700569   6.28223300000000     
      702244   6.31502100000000     
      703921   6.65858000000000     
      705600   6.45425900000000     
      707281   6.47025500000000     
      708964   6.45921100000000     
      710649   6.45736000000000     
      712336   6.44216900000000     
      714025   6.60649000000000     
      715716   6.48315100000000     
      717409   6.53999200000000     
      719104   6.65435500000000     
      720801   6.62630100000000     
      722500   6.65057400000000     
      724201   7.18065800000000     
      725904   6.98228800000000     
      727609   6.93669700000000     
      729316   7.12827500000000     
      731025   7.10888300000000     
      732736   7.59180300000000     
      734449   7.19627700000000     
      736164   7.52454600000000     
      737881   7.35314700000000     
      739600   7.95395900000000     
      741321   7.69933200000000     
