n   time 
       52900  0.111167000000000     
       53361  0.119470000000000     
       53824  0.122538000000000     
       54289  0.117573000000000     
       54756  0.118656000000000     
       55225  0.119246000000000     
       55696  0.125071000000000     
       56169  0.123806000000000     
       56644  0.124151000000000     
       57121  0.124931000000000     
       57600  0.132685000000000     
       58081  0.134649000000000     
       58564  0.142077000000000     
       59049  0.135866000000000     
       59536  0.134983000000000     
       60025  0.136825000000000     
       60516  0.140826000000000     
       61009  0.139574000000000     
       61504  0.139887000000000     
       62001  0.153881000000000     
       62500  0.170156000000000     
       63001  0.161277000000000     
       63504  0.159784000000000     
       64009  0.166566000000000     
       64516  0.160139000000000     
       65025  0.153715000000000     
       65536  0.156314000000000     
       66049  0.154063000000000     
       66564  0.166524000000000     
       67081  0.170530000000000     
       67600  0.173604000000000     
       68121  0.185700000000000     
       68644  0.181532000000000     
       69169  0.184236000000000     
       69696  0.184693000000000     
       70225  0.179416000000000     
       70756  0.184367000000000     
       71289  0.184820000000000     
       71824  0.188512000000000     
       72361  0.203341000000000     
       72900  0.193961000000000     
       73441  0.189683000000000     
       73984  0.192717000000000     
       74529  0.193578000000000     
       75076  0.203174000000000     
       75625  0.203169000000000     
       76176  0.201634000000000     
       76729  0.202848000000000     
       77284  0.207932000000000     
       77841  0.213535000000000     
       78400  0.217048000000000     
       78961  0.218047000000000     
       79524  0.221473000000000     
       80089  0.221262000000000     
       80656  0.224156000000000     
       81225  0.224552000000000     
       81796  0.231340000000000     
       82369  0.240465000000000     
       82944  0.231448000000000     
       83521  0.233405000000000     
       84100  0.239131000000000     
       84681  0.244736000000000     
       85264  0.243271000000000     
       85849  0.247382000000000     
       86436  0.244192000000000     
       87025  0.244578000000000     
       87616  0.243837000000000     
       88209  0.258010000000000     
       88804  0.275924000000000     
       89401  0.261163000000000     
       90000  0.255867000000000     
       90601  0.265162000000000     
       91204  0.274422000000000     
       91809  0.270734000000000     
       92416  0.265916000000000     
       93025  0.296535000000000     
       93636  0.278261000000000     
       94249  0.275832000000000     
       94864  0.273615000000000     
       95481  0.284630000000000     
       96100  0.294568000000000     
       96721  0.293523000000000     
       97344  0.289343000000000     
       97969  0.295590000000000     
       98596  0.300641000000000     
       99225  0.309205000000000     
       99856  0.308248000000000     
      100489  0.305035000000000     
      101124  0.323344000000000     
      101761  0.324655000000000     
      102400  0.320806000000000     
      103041  0.320898000000000     
      103684  0.322484000000000     
      104329  0.326577000000000     
      104976  0.326685000000000     
      105625  0.329892000000000     
      106276  0.338484000000000     
      106929  0.349948000000000     
      107584  0.339255000000000     
      108241  0.346608000000000     
      108900  0.351082000000000     
      109561  0.348425000000000     
      110224  0.357080000000000     
      110889  0.355950000000000     
      111556  0.366358000000000     
      112225  0.425448000000000     
      112896  0.368690000000000     
      113569  0.363949000000000     
      114244  0.392167000000000     
      114921  0.384602000000000     
      115600  0.381730000000000     
      116281  0.388749000000000     
      116964  0.382447000000000     
      117649  0.388663000000000     
      118336  0.394995000000000     
      119025  0.402015000000000     
      119716  0.407934000000000     
      120409  0.403616000000000     
      121104  0.397663000000000     
      121801  0.408118000000000     
      122500  0.417561000000000     
      123201  0.419611000000000     
      123904  0.417044000000000     
      124609  0.419974000000000     
      125316  0.421674000000000     
      126025  0.471233000000000     
      126736  0.425902000000000     
      127449  0.433100000000000     
      128164  0.442174000000000     
      128881  0.448082000000000     
      129600  0.451132000000000     
      130321  0.443900000000000     
      131044  0.457203000000000     
      131769  0.462355000000000     
      132496  0.465061000000000     
      133225  0.467030000000000     
      133956  0.508679000000000     
      134689  0.475154000000000     
      135424  0.476356000000000     
      136161  0.483867000000000     
      136900  0.498896000000000     
      137641  0.489839000000000     
      138384  0.488076000000000     
      139129  0.495793000000000     
      139876  0.509071000000000     
      140625  0.507252000000000     
      141376  0.499146000000000     
      142129  0.496262000000000     
      142884  0.502788000000000     
      143641  0.502342000000000     
      144400  0.507274000000000     
      145161  0.504627000000000     
      145924  0.511093000000000     
      146689  0.527353000000000     
      147456  0.526694000000000     
      148225  0.527135000000000     
      148996  0.529162000000000     
      149769  0.538011000000000     
      150544  0.533074000000000     
      151321  0.541065000000000     
      152100  0.538335000000000     
      152881  0.562808000000000     
      153664  0.553669000000000     
      154449  0.567297000000000     
      155236  0.555078000000000     
      156025  0.564103000000000     
      156816  0.620181000000000     
      157609  0.570022000000000     
      158404  0.577144000000000     
      159201  0.582133000000000     
      160000  0.585481000000000     
      160801  0.590908000000000     
      161604  0.593074000000000     
      162409  0.612094000000000     
      163216  0.602228000000000     
      164025  0.612349000000000     
      164836  0.612122000000000     
      165649  0.618014000000000     
      166464  0.619497000000000     
      167281  0.627108000000000     
      168100  0.645534000000000     
      168921  0.680506000000000     
      169744  0.646152000000000     
      170569  0.651808000000000     
      171396  0.646474000000000     
      172225  0.651639000000000     
      173056  0.662372000000000     
      173889  0.669707000000000     
      174724  0.666133000000000     
      175561  0.729130000000000     
      176400  0.691907000000000     
      177241  0.676395000000000     
      178084  0.685121000000000     
      178929  0.696521000000000     
      179776  0.697358000000000     
      180625  0.704477000000000     
      181476  0.706278000000000     
      182329  0.706309000000000     
      183184  0.712470000000000     
      184041  0.753206000000000     
      184900  0.728002000000000     
      185761  0.757849000000000     
      186624  0.729498000000000     
      187489  0.746712000000000     
      188356  0.747072000000000     
      189225  0.759346000000000     
      190096  0.759890000000000     
      190969  0.775363000000000     
      191844  0.763378000000000     
      192721  0.790323000000000     
      193600  0.773316000000000     
      194481  0.802518000000000     
      195364  0.797336000000000     
      196249  0.810902000000000     
      197136  0.818329000000000     
      198025  0.814697000000000     
      198916  0.823650000000000     
      199809  0.816481000000000     
      200704  0.832469000000000     
      201601  0.845188000000000     
      202500  0.842728000000000     
      203401  0.853656000000000     
      204304  0.850523000000000     
      205209  0.846231000000000     
      206116  0.870128000000000     
      207025  0.869977000000000     
      207936  0.860068000000000     
      208849  0.889267000000000     
      209764  0.876871000000000     
      210681  0.887170000000000     
      211600  0.917189000000000     
      212521  0.908627000000000     
      213444  0.924358000000000     
      214369  0.898127000000000     
      215296  0.906952000000000     
      216225  0.917092000000000     
      217156  0.943073000000000     
      218089  0.937019000000000     
      219024  0.948116000000000     
      219961  0.952959000000000     
      220900  0.990598000000000     
      221841  0.963769000000000     
      222784  0.960388000000000     
      223729  0.972372000000000     
      224676  0.980726000000000     
      225625  0.981924000000000     
      226576  0.982185000000000     
      227529  0.998738000000000     
      228484  0.999727000000000     
      229441   1.02880500000000     
      230400   1.00634200000000     
      231361   1.02521200000000     
      232324   1.04615400000000     
      233289   1.04380800000000     
      234256   1.02859000000000     
      235225   1.04492200000000     
      236196   1.04360900000000     
      237169   1.04791800000000     
      238144   1.08436100000000     
      239121   1.08194200000000     
      240100   1.08444500000000     
      241081   1.09145800000000     
      242064   1.09861000000000     
      243049   1.09913000000000     
      244036   1.09885000000000     
      245025   1.11002900000000     
      246016   1.12998600000000     
      247009   1.13634300000000     
      248004   1.14476500000000     
      249001   1.16272400000000     
      250000   1.13110900000000     
      251001   1.16241200000000     
      252004   1.15627500000000     
      253009   1.16195900000000     
      254016   1.16712600000000     
      255025   1.19470600000000     
      256036   1.19015000000000     
      257049   1.21854400000000     
      258064   1.19664800000000     
      259081   1.20617800000000     
      260100   1.23114700000000     
      261121   1.23214800000000     
      262144   1.22639300000000     
      263169   1.23239400000000     
      264196   1.26523500000000     
      265225   1.24639900000000     
      266256   1.25042800000000     
      267289   1.27458500000000     
      268324   1.27181300000000     
      269361   1.28392100000000     
      270400   1.27787300000000     
      271441   1.29201900000000     
      272484   1.31993000000000     
      273529   1.30092800000000     
      274576   1.31781900000000     
      275625   1.35457200000000     
      276676   1.35702800000000     
      277729   1.34473000000000     
      278784   1.34050600000000     
      279841   1.49176100000000     
      280900   1.36360400000000     
      281961   1.38400600000000     
      283024   1.37121600000000     
      284089   1.37409400000000     
      285156   1.49746100000000     
      286225   1.43052400000000     
      287296   1.41743400000000     
      288369   1.42545600000000     
      289444   1.43216700000000     
      290521   1.44885000000000     
      291600   1.48046200000000     
      292681   1.52246000000000     
      293764   1.53120700000000     
      294849   1.48195400000000     
      295936   1.53972300000000     
      297025   1.50199800000000     
      298116   1.53237400000000     
      299209   1.55251200000000     
      300304   1.50454100000000     
      301401   1.52803800000000     
      302500   1.56939300000000     
      303601   1.54238200000000     
      304704   1.53827300000000     
      305809   1.54170000000000     
      306916   1.57902200000000     
      308025   1.58136000000000     
      309136   1.56627700000000     
      310249   1.59955200000000     
      311364   1.64266200000000     
      312481   1.61897200000000     
      313600   1.62114700000000     
      314721   1.66753000000000     
      315844   1.71279500000000     
      316969   1.64236700000000     
      318096   1.66001500000000     
      319225   1.65006400000000     
      320356   1.66908400000000     
      321489   1.69985100000000     
      322624   1.69932900000000     
      323761   1.72728000000000     
      324900   1.71469400000000     
      326041   1.70205100000000     
      327184   1.83635700000000     
      328329   1.73256300000000     
      329476   1.73506300000000     
      330625   1.73670300000000     
      331776   1.77858500000000     
      332929   1.80955500000000     
      334084   1.77486500000000     
      335241   1.75980500000000     
      336400   1.76503300000000     
      337561   1.82464900000000     
      338724   1.79471100000000     
      339889   1.83203700000000     
      341056   1.82037700000000     
      342225   1.91883200000000     
      343396   1.87293100000000     
      344569   1.88968000000000     
      345744   1.88182800000000     
      346921   1.89137400000000     
      348100   1.86965900000000     
      349281   1.89005100000000     
      350464   1.92355700000000     
      351649   1.96489000000000     
      352836   1.94279600000000     
      354025   1.98602700000000     
      355216   1.93503200000000     
      356409   1.94519800000000     
      357604   2.00216500000000     
      358801   1.98430600000000     
      360000   1.97149900000000     
      361201   2.03482100000000     
      362404   1.99620800000000     
      363609   2.03010800000000     
      364816   2.03494900000000     
      366025   2.01852800000000     
      367236   2.02481700000000     
      368449   2.03835600000000     
      369664   2.04335800000000     
      370881   2.11990800000000     
      372100   2.22010700000000     
      373321   2.14726700000000     
      374544   2.10591200000000     
      375769   2.14286600000000     
      376996   2.13738900000000     
      378225   2.17468500000000     
      379456   2.12537700000000     
      380689   2.16345100000000     
      381924   2.18367700000000     
      383161   2.17787900000000     
      384400   2.18067000000000     
      385641   2.20612000000000     
      386884   2.26057200000000     
      388129   2.23485600000000     
      389376   2.23741200000000     
      390625   2.26641100000000     
      391876   2.26191100000000     
      393129   2.29745700000000     
      394384   2.36647700000000     
      395641   2.36242200000000     
      396900   2.34473100000000     
      398161   2.35732400000000     
      399424   2.31098500000000     
      400689   2.40679700000000     
      401956   2.36557200000000     
      403225   2.35892600000000     
      404496   2.35068300000000     
      405769   2.36634100000000     
      407044   2.39153900000000     
      408321   2.43441700000000     
      409600   2.45389700000000     
      410881   2.38207600000000     
      412164   2.44251100000000     
      413449   2.44815800000000     
      414736   2.44497800000000     
      416025   2.48356200000000     
      417316   2.47875000000000     
      418609   2.51375100000000     
      419904   2.48645600000000     
      421201   2.74613600000000     
      422500   2.55969900000000     
      423801   2.56080400000000     
      425104   2.56728100000000     
      426409   2.57954900000000     
      427716   2.56848400000000     
      429025   2.57427600000000     
      430336   2.59627600000000     
      431649   2.62179700000000     
      432964   2.62756500000000     
      434281   2.65098800000000     
      435600   2.67086700000000     
      436921   2.67099500000000     
      438244   2.89236200000000     
      439569   2.83258900000000     
      440896   2.75897100000000     
      442225   2.72809300000000     
      443556   2.71757500000000     
      444889   2.79019600000000     
      446224   2.74465600000000     
      447561   2.85555000000000     
      448900   2.76337300000000     
      450241   2.75344500000000     
      451584   2.77448900000000     
      452929   2.82711800000000     
      454276   2.85939000000000     
      455625   2.83287700000000     
      456976   2.80730600000000     
      458329   2.85063800000000     
      459684   2.86994000000000     
      461041   2.87798200000000     
      462400   2.93570800000000     
      463761   2.89647500000000     
      465124   2.89781800000000     
      466489   2.91770000000000     
      467856   2.94930400000000     
      469225   2.99563100000000     
      470596   3.06813600000000     
      471969   2.97002800000000     
      473344   3.01734400000000     
      474721   2.98805200000000     
      476100   3.07171300000000     
      477481   3.02349400000000     
      478864   3.02467600000000     
      480249   3.14002100000000     
      481636   3.24438700000000     
      483025   3.16741400000000     
      484416   3.09628400000000     
      485809   3.08237000000000     
      487204   3.22144700000000     
      488601   3.25798800000000     
      490000   3.12312700000000     
      491401   3.14425600000000     
      492804   3.16816000000000     
      494209   3.22843400000000     
      495616   3.19866900000000     
      497025   3.22465900000000     
      498436   3.24684800000000     
      499849   3.25248300000000     
      501264   3.24273700000000     
      502681   3.28000600000000     
      504100   3.28503800000000     
      505521   3.28651000000000     
      506944   3.32331000000000     
      508369   3.35157900000000     
      509796   3.37563800000000     
      511225   3.37700300000000     
      512656   3.36352200000000     
      514089   3.41100100000000     
      515524   3.38028900000000     
      516961   3.45689400000000     
      518400   3.80622700000000     
      519841   3.49471700000000     
      521284   3.50928300000000     
      522729   3.59089700000000     
      524176   3.52363200000000     
      525625   3.51836900000000     
      527076   3.51490100000000     
      528529   3.54693500000000     
      529984   3.49784400000000     
      531441   3.86283100000000     
      532900   3.59304500000000     
      534361   3.58409900000000     
      535824   3.61264600000000     
      537289   3.62740000000000     
      538756   3.65115900000000     
      540225   3.62868700000000     
      541696   3.62219400000000     
      543169   3.69845400000000     
      544644   3.86880900000000     
      546121   3.72216200000000     
      547600   3.75453100000000     
      549081   3.77273500000000     
      550564   3.73659100000000     
      552049   3.81167100000000     
      553536   3.81819400000000     
      555025   3.86523200000000     
      556516   3.84522600000000     
      558009   3.83488800000000     
      559504   3.97912500000000     
      561001   3.82855100000000     
      562500   3.92831600000000     
      564001   3.89928200000000     
      565504   3.92129500000000     
      567009   3.92762800000000     
      568516   3.91251000000000     
      570025   3.97874900000000     
      571536   3.96261500000000     
      573049   4.05881000000000     
      574564   4.05426300000000     
      576081   4.03480000000000     
      577600   3.98713300000000     
      579121   4.03827600000000     
      580644   4.09680400000000     
      582169   4.39594100000000     
      583696   4.08403000000000     
      585225   4.12419200000000     
      586756   4.24803700000000     
      588289   4.27772900000000     
      589824   4.17583400000000     
      591361   4.19976500000000     
      592900   4.29143400000000     
      594441   4.21774400000000     
      595984   4.27161000000000     
      597529   4.28726000000000     
      599076   4.23421200000000     
      600625   4.25800300000000     
      602176   4.28495500000000     
      603729   4.35046300000000     
      605284   4.32202600000000     
      606841   4.40898200000000     
      608400   4.30058500000000     
      609961   4.41316700000000     
      611524   4.39450900000000     
      613089   4.42686800000000     
      614656   4.49034100000000     
      616225   4.48809800000000     
      617796   4.64417000000000     
      619369   4.55898100000000     
      620944   4.51769000000000     
      622521   4.48971100000000     
      624100   4.73661800000000     
      625681   4.52007800000000     
      627264   4.86695200000000     
      628849   4.62655000000000     
      630436   4.63748800000000     
      632025   4.71587800000000     
      633616   4.61636000000000     
      635209   4.64489100000000     
      636804   4.72549600000000     
      638401   4.74582000000000     
      640000   4.74066100000000     
      641601   4.70032900000000     
      643204   4.75670300000000     
      644809   4.78587200000000     
      646416   4.84232200000000     
      648025   5.04436200000000     
      649636   4.88054700000000     
      651249   4.86138200000000     
      652864   5.08638200000000     
      654481   4.85504900000000     
      656100   4.88450900000000     
      657721   4.94614500000000     
      659344   4.90491900000000     
      660969   4.96725100000000     
      662596   5.30706100000000     
      664225   5.00726600000000     
      665856   4.98521900000000     
      667489   5.00128800000000     
      669124   5.13617700000000     
      670761   5.12066200000000     
      672400   5.05395500000000     
      674041   5.14304700000000     
      675684   5.18675900000000     
      677329   5.33117400000000     
      678976   5.30741600000000     
      680625   5.19482100000000     
      682276   5.21158100000000     
      683929   5.24372400000000     
      685584   5.21212000000000     
      687241   5.22891800000000     
      688900   5.28557800000000     
      690561   5.76104500000000     
      692224   5.30827900000000     
      693889   5.36709800000000     
      695556   5.35017600000000     
      697225   5.45682200000000     
      698896   5.39110600000000     
      700569   5.47748900000000     
      702244   5.46157400000000     
      703921   5.56217700000000     
      705600   5.68684300000000     
      707281   5.51981200000000     
      708964   5.49796500000000     
      710649   5.63727000000000     
      712336   5.97000100000000     
      714025   5.56899900000000     
      715716   5.64095300000000     
      717409   5.58176500000000     
      719104   5.67399000000000     
      720801   5.82487000000000     
      722500   6.51073400000000     
      724201   6.22789000000000     
      725904   5.82731900000000     
      727609   5.95716900000000     
      729316   6.47855800000000     
      731025   6.36594400000000     
      732736   6.88512500000000     
      734449   5.91792100000000     
      736164   6.05880600000000     
      737881   6.51804700000000     
      739600   6.18727200000000     
      741321   6.23544500000000     
