n   time 
       52441  5.080100000000001E-002
       52900  5.223800000000000E-002
       53361  5.242900000000000E-002
       53824  4.994000000000001E-002
       54289  5.385600000000000E-002
       54756  5.309600000000000E-002
       55225  5.607700000000000E-002
       55696  5.514300000000000E-002
       56169  5.352000000000000E-002
       56644  5.320300000000000E-002
       57121  6.043700000000000E-002
       57600  6.148300000000000E-002
       58081  6.617199999999999E-002
       58564  6.084400000000001E-002
       59049  6.717700000000000E-002
       59536  6.052999999999999E-002
       60025  5.878200000000000E-002
       60516  6.147100000000000E-002
       61009  6.291800000000000E-002
       61504  6.318500000000001E-002
       62001  7.104900000000000E-002
       62500  6.738000000000000E-002
       63001  6.974800000000000E-002
       63504  6.527100000000000E-002
       64009  7.268900000000000E-002
       64516  6.902900000000001E-002
       65025  6.527200000000000E-002
       65536  0.100366000000000     
       66049  6.930900000000001E-002
       66564  7.642399999999999E-002
       67081  7.504300000000000E-002
       67600  7.566500000000001E-002
       68121  7.461999999999999E-002
       68644  7.293200000000000E-002
       69169  7.714900000000000E-002
       69696  7.856100000000001E-002
       70225  7.912400000000000E-002
       70756  7.986900000000001E-002
       71289  8.245700000000000E-002
       71824  8.254100000000000E-002
       72361  8.659900000000000E-002
       72900  8.473600000000001E-002
       73441  8.583800000000001E-002
       73984  9.333500000000000E-002
       74529  9.230500000000000E-002
       75076  8.747800000000000E-002
       75625  9.166099999999999E-002
       76176  8.762000000000000E-002
       76729  8.874700000000001E-002
       77284  8.948600000000001E-002
       77841  9.150000000000001E-002
       78400  9.436300000000000E-002
       78961  9.656099999999999E-002
       79524  9.584999999999999E-002
       80089  9.706200000000001E-002
       80656  9.836600000000000E-002
       81225  0.100969000000000     
       81796  0.104403000000000     
       82369  0.100996000000000     
       82944  0.115346000000000     
       83521  0.103182000000000     
       84100  0.105109000000000     
       84681  0.105667000000000     
       85264  0.105413000000000     
       85849  0.110193000000000     
       86436  0.108214000000000     
       87025  0.105015000000000     
       87616  0.107286000000000     
       88209  0.109195000000000     
       88804  0.110296000000000     
       89401  0.115961000000000     
       90000  0.113187000000000     
       90601  0.116710000000000     
       91204  0.115365000000000     
       91809  0.118718000000000     
       92416  0.128776000000000     
       93025  0.124678000000000     
       93636  0.122165000000000     
       94249  0.128214000000000     
       94864  0.121726000000000     
       95481  0.124337000000000     
       96100  0.124624000000000     
       96721  0.130449000000000     
       97344  0.127730000000000     
       97969  0.129831000000000     
       98596  0.130873000000000     
       99225  0.140865000000000     
       99856  0.132702000000000     
      100489  0.138568000000000     
      101124  0.137858000000000     
      101761  0.139129000000000     
      102400  0.176812000000000     
      103041  0.141216000000000     
      103684  0.139632000000000     
      104329  0.144075000000000     
      104976  0.142151000000000     
      105625  0.140873000000000     
      106276  0.145351000000000     
      106929  0.149278000000000     
      107584  0.152343000000000     
      108241  0.152742000000000     
      108900  0.152351000000000     
      109561  0.152565000000000     
      110224  0.154797000000000     
      110889  0.159115000000000     
      111556  0.159395000000000     
      112225  0.165262000000000     
      112896  0.180161000000000     
      113569  0.162591000000000     
      114244  0.165090000000000     
      114921  0.175127000000000     
      115600  0.166247000000000     
      116281  0.181269000000000     
      116964  0.172570000000000     
      117649  0.174301000000000     
      118336  0.172589000000000     
      119025  0.175467000000000     
      119716  0.178662000000000     
      120409  0.177812000000000     
      121104  0.182861000000000     
      121801  0.182634000000000     
      122500  0.183480000000000     
      123201  0.184195000000000     
      123904  0.206512000000000     
      124609  0.187809000000000     
      125316  0.190943000000000     
      126025  0.195391000000000     
      126736  0.189437000000000     
      127449  0.187985000000000     
      128164  0.192254000000000     
      128881  0.197676000000000     
      129600  0.198699000000000     
      130321  0.200336000000000     
      131044  0.206636000000000     
      131769  0.204347000000000     
      132496  0.205007000000000     
      133225  0.213670000000000     
      133956  0.219875000000000     
      134689  0.208180000000000     
      135424  0.228642000000000     
      136161  0.216379000000000     
      136900  0.213280000000000     
      137641  0.218881000000000     
      138384  0.216836000000000     
      139129  0.222464000000000     
      139876  0.218641000000000     
      140625  0.224379000000000     
      141376  0.214437000000000     
      142129  0.215499000000000     
      142884  0.225286000000000     
      143641  0.220102000000000     
      144400  0.216347000000000     
      145161  0.228027000000000     
      145924  0.224278000000000     
      146689  0.230967000000000     
      147456  0.347134000000000     
      148225  0.239106000000000     
      148996  0.230463000000000     
      149769  0.244873000000000     
      150544  0.230992000000000     
      151321  0.240026000000000     
      152100  0.244667000000000     
      152881  0.240317000000000     
      153664  0.242500000000000     
      154449  0.253378000000000     
      155236  0.263163000000000     
      156025  0.266491000000000     
      156816  0.250824000000000     
      157609  0.252815000000000     
      158404  0.262947000000000     
      159201  0.258684000000000     
      160000  0.284882000000000     
      160801  0.263220000000000     
      161604  0.263683000000000     
      162409  0.267087000000000     
      163216  0.264327000000000     
      164025  0.268266000000000     
      164836  0.277719000000000     
      165649  0.280957000000000     
      166464  0.279104000000000     
      167281  0.286109000000000     
      168100  0.294439000000000     
      168921  0.292659000000000     
      169744  0.284561000000000     
      170569  0.289794000000000     
      171396  0.292964000000000     
      172225  0.300157000000000     
      173056  0.332693000000000     
      173889  0.293536000000000     
      174724  0.299562000000000     
      175561  0.318868000000000     
      176400  0.303147000000000     
      177241  0.311143000000000     
      178084  0.310261000000000     
      178929  0.318997000000000     
      179776  0.314212000000000     
      180625  0.313337000000000     
      181476  0.325338000000000     
      182329  0.332081000000000     
      183184  0.322059000000000     
      184041  0.329753000000000     
      184900  0.337119000000000     
      185761  0.333813000000000     
      186624  0.366124000000000     
      187489  0.346840000000000     
      188356  0.339904000000000     
      189225  0.346622000000000     
      190096  0.346990000000000     
      190969  0.354045000000000     
      191844  0.349668000000000     
      192721  0.363387000000000     
      193600  0.352079000000000     
      194481  0.357170000000000     
      195364  0.360100000000000     
      196249  0.360107000000000     
      197136  0.365881000000000     
      198025  0.386041000000000     
      198916  0.377182000000000     
      199809  0.383352000000000     
      200704  0.478306000000000     
      201601  0.394873000000000     
      202500  0.384623000000000     
      203401  0.397210000000000     
      204304  0.389596000000000     
      205209  0.396951000000000     
      206116  0.393673000000000     
      207025  0.409959000000000     
      207936  0.397027000000000     
      208849  0.408583000000000     
      209764  0.407333000000000     
      210681  0.416845000000000     
      211600  0.404126000000000     
      212521  0.417942000000000     
      213444  0.420378000000000     
      214369  0.417803000000000     
      215296  0.443079000000000     
      216225  0.423919000000000     
      217156  0.438347000000000     
      218089  0.447625000000000     
      219024  0.435386000000000     
      219961  0.447762000000000     
      220900  0.446277000000000     
      221841  0.448205000000000     
      222784  0.451464000000000     
      223729  0.446958000000000     
      224676  0.459113000000000     
      225625  0.482601000000000     
      226576  0.456895000000000     
      227529  0.468510000000000     
      228484  0.466578000000000     
      229441  0.478287000000000     
      230400  0.515580000000000     
      231361  0.489874000000000     
      232324  0.489811000000000     
      233289  0.485749000000000     
      234256  0.482845000000000     
      235225  0.490081000000000     
      236196  0.520989000000000     
      237169  0.493440000000000     
      238144  0.494394000000000     
      239121  0.496851000000000     
      240100  0.506606000000000     
      241081  0.522762000000000     
      242064  0.520295000000000     
      243049  0.513434000000000     
      244036  0.519205000000000     
      245025  0.523129000000000     
      246016  0.544538000000000     
      247009  0.538107000000000     
      248004  0.538683000000000     
      249001  0.549707000000000     
      250000  0.545333000000000     
      251001  0.559261000000000     
      252004  0.564753000000000     
      253009  0.562504000000000     
      254016  0.568784000000000     
      255025  0.568918000000000     
      256036  0.560268000000000     
      257049  0.566920000000000     
      258064  0.605653000000000     
      259081  0.578564000000000     
      260100  0.586808000000000     
      261121  0.585196000000000     
      262144  0.864042000000000     
      263169  0.591231000000000     
      264196  0.587748000000000     
      265225  0.615030000000000     
      266256  0.599072000000000     
      267289  0.616075000000000     
      268324  0.616294000000000     
      269361  0.626969000000000     
      270400  0.608797000000000     
      271441  0.628763000000000     
      272484  0.642828000000000     
      273529  0.622491000000000     
      274576  0.635705000000000     
      275625  0.628175000000000     
      276676  0.632650000000000     
      277729  0.639077000000000     
      278784  0.647046000000000     
      279841  0.651963000000000     
      280900  0.654046000000000     
      281961  0.656963000000000     
      283024  0.658375000000000     
      284089  0.672549000000000     
      285156  0.669998000000000     
      286225  0.676030000000000     
      287296  0.675158000000000     
      288369  0.695908000000000     
      289444  0.687547000000000     
      290521  0.699889000000000     
      291600  0.725647000000000     
      292681  0.719662000000000     
      293764  0.721526000000000     
      294849  0.726334000000000     
      295936  0.817106000000000     
      297025  0.763835000000000     
      298116  0.715600000000000     
      299209  0.729545000000000     
      300304  0.726571000000000     
      301401  0.738499000000000     
      302500  0.722558000000000     
      303601  0.749707000000000     
      304704  0.771769000000000     
      305809  0.742873000000000     
      306916  0.755162000000000     
      308025  0.754919000000000     
      309136  0.768965000000000     
      310249  0.754373000000000     
      311364  0.771264000000000     
      312481  0.763329000000000     
      313600  0.782177000000000     
      314721  0.803929000000000     
      315844  0.815379000000000     
      316969  0.790545000000000     
      318096  0.779662000000000     
      319225  0.827668000000000     
      320356  0.792884000000000     
      321489  0.800184000000000     
      322624  0.820181000000000     
      323761  0.833889000000000     
      324900  0.815518000000000     
      326041  0.824754000000000     
      327184  0.819012000000000     
      328329  0.834622000000000     
      329476  0.820270000000000     
      330625  0.831056000000000     
      331776   1.09607300000000     
      332929  0.857826000000000     
      334084  0.835582000000000     
      335241  0.857623000000000     
      336400  0.854291000000000     
      337561  0.854107000000000     
      338724  0.860083000000000     
      339889  0.872100000000000     
      341056  0.886020000000000     
      342225  0.884450000000000     
      343396  0.912294000000000     
      344569  0.903140000000000     
      345744  0.912880000000000     
      346921  0.891412000000000     
      348100  0.895675000000000     
      349281  0.916835000000000     
      350464  0.948684000000000     
      351649  0.960853000000000     
      352836  0.934441000000000     
      354025  0.913999000000000     
      355216  0.922110000000000     
      356409  0.933806000000000     
      357604  0.941799000000000     
      358801  0.951470000000000     
      360000  0.946555000000000     
      361201  0.956216000000000     
      362404  0.982734000000000     
      363609  0.945749000000000     
      364816  0.985026000000000     
      366025  0.966796000000000     
      367236   1.00677800000000     
      368449  0.967428000000000     
      369664   1.15004200000000     
      370881  0.999341000000000     
      372100   1.00376100000000     
      373321   1.02104200000000     
      374544   1.01474400000000     
      375769   1.01472400000000     
      376996   1.02380600000000     
      378225   1.02028700000000     
      379456   1.04035700000000     
      380689   1.06421800000000     
      381924   1.06841400000000     
      383161   1.07793300000000     
      384400   1.03639600000000     
      385641   1.05468300000000     
      386884   1.05299900000000     
      388129   1.05671500000000     
      389376   1.10561000000000     
      390625   1.07733600000000     
      391876   1.10047900000000     
      393129   1.08464300000000     
      394384   1.14156400000000     
      395641   1.13377300000000     
      396900   1.12653700000000     
      398161   1.11555900000000     
      399424   1.16772500000000     
      400689   1.15284200000000     
      401956   1.12380000000000     
      403225   1.13858500000000     
      404496   1.14300100000000     
      405769   1.14275300000000     
      407044   1.15118100000000     
      408321   1.14616300000000     
      409600   1.63536800000000     
      410881   1.17951200000000     
      412164   1.15333200000000     
      413449   1.16553800000000     
      414736   1.17393500000000     
      416025   1.17898700000000     
      417316   1.18547400000000     
      418609   1.19360000000000     
      419904   1.18965500000000     
      421201   1.20746300000000     
      422500   1.20134700000000     
      423801   1.23116500000000     
      425104   1.21882100000000     
      426409   1.24548400000000     
      427716   1.22977900000000     
      429025   1.23895900000000     
      430336   1.28364000000000     
      431649   1.24310100000000     
      432964   1.25549800000000     
      434281   1.29490200000000     
      435600   1.27171300000000     
      436921   1.27421200000000     
      438244   1.28946500000000     
      439569   1.35353900000000     
      440896   1.35547300000000     
      442225   1.33228100000000     
      443556   1.30823900000000     
      444889   1.29125200000000     
      446224   1.31312600000000     
      447561   1.35959300000000     
      448900   1.33640100000000     
      450241   1.33638900000000     
      451584   1.56979500000000     
      452929   1.35912400000000     
      454276   1.35188100000000     
      455625   1.35809300000000     
      456976   1.36252600000000     
      458329   1.40265000000000     
      459684   1.35604000000000     
      461041   1.42208700000000     
      462400   1.38251300000000     
      463761   1.38835900000000     
      465124   1.41106500000000     
      466489   1.41505300000000     
      467856   1.41641400000000     
      469225   1.41515000000000     
      470596   1.45845900000000     
      471969   1.47188400000000     
      473344   1.52490100000000     
      474721   1.47908900000000     
      476100   1.45701100000000     
      477481   1.47687400000000     
      478864   1.45953800000000     
      480249   1.51361400000000     
      481636   1.53256800000000     
      483025   1.53511100000000     
      484416   1.48558000000000     
      485809   1.52504400000000     
      487204   1.54250300000000     
      488601   1.56176800000000     
      490000   1.53896900000000     
      491401   1.51918900000000     
      492804   1.53309600000000     
      494209   1.57125100000000     
      495616   2.11070100000000     
      497025   1.55057700000000     
      498436   1.55864900000000     
      499849   1.56827700000000     
      501264   1.61481400000000     
      502681   1.58351200000000     
      504100   1.57799000000000     
      505521   1.58145100000000     
      506944   1.59608700000000     
      508369   1.60470500000000     
      509796   1.60676700000000     
      511225   1.60165900000000     
      512656   1.61083200000000     
      514089   1.61108800000000     
      515524   1.64231500000000     
      516961   1.64968900000000     
      518400   1.74476200000000     
      519841   1.70752800000000     
      521284   1.69526900000000     
      522729   1.73190700000000     
      524176   1.67136600000000     
      525625   1.70374400000000     
      527076   1.72569400000000     
      528529   1.72438800000000     
      529984   1.71848500000000     
      531441   1.76019400000000     
      532900   1.73844700000000     
      534361   1.74282600000000     
      535824   1.70986300000000     
      537289   1.72892700000000     
      538756   1.77171200000000     
      540225   1.77788600000000     
      541696   2.13815400000000     
      543169   1.78919700000000     
      544644   1.83768800000000     
      546121   1.76520500000000     
      547600   1.80614400000000     
      549081   1.77769300000000     
      550564   1.81480600000000     
      552049   1.81753300000000     
      553536   1.87829000000000     
      555025   1.85418200000000     
      556516   1.84820600000000     
      558009   1.88736900000000     
      559504   1.84333600000000     
      561001   1.85635000000000     
      562500   1.85379900000000     
      564001   1.86538800000000     
      565504   1.94581900000000     
      567009   1.92134200000000     
      568516   1.91638200000000     
      570025   1.89071600000000     
      571536   1.90908700000000     
      573049   1.94238200000000     
      574564   1.92174600000000     
      576081   1.90572200000000     
      577600   1.91250400000000     
      579121   1.97016100000000     
      580644   1.94250500000000     
      582169   1.96619500000000     
      583696   1.96430600000000     
      585225   1.96377100000000     
      586756   2.01989400000000     
      588289   2.00293300000000     
      589824   2.81321000000000     
      591361   2.04021100000000     
      592900   2.15449000000000     
      594441   2.07462900000000     
      595984   2.04319600000000     
      597529   2.07213700000000     
      599076   2.05895700000000     
      600625   2.07660800000000     
      602176   2.09250000000000     
      603729   2.08437900000000     
      605284   2.08179700000000     
      606841   2.09626100000000     
      608400   2.08809400000000     
      609961   2.11443800000000     
      611524   2.14318800000000     
      613089   2.11224300000000     
      614656   2.25048800000000     
      616225   2.14565300000000     
      617796   2.15913000000000     
      619369   2.21995700000000     
      620944   2.22061500000000     
      622521   2.18121200000000     
      624100   2.28111700000000     
      625681   2.17006700000000     
      627264   2.22657400000000     
      628849   2.24392100000000     
      630436   2.23935400000000     
      632025   2.24731900000000     
      633616   2.24981200000000     
      635209   2.26897800000000     
      636804   2.30567900000000     
      638401   2.29677500000000     
      640000   2.74288700000000     
      641601   2.29200900000000     
      643204   2.30320200000000     
      644809   2.32538400000000     
      646416   2.33215800000000     
      648025   2.44033200000000     
      649636   2.40424200000000     
      651249   2.33236400000000     
      652864   2.39535400000000     
      654481   2.35891600000000     
      656100   2.33775600000000     
      657721   2.38715200000000     
      659344   2.38905900000000     
      660969   2.35018600000000     
      662596   2.41081700000000     
      664225   2.44070600000000     
      665856   2.56875500000000     
      667489   2.45221200000000     
      669124   2.43918300000000     
      670761   2.49198400000000     
      672400   2.44783900000000     
      674041   2.50370200000000     
      675684   2.48562600000000     
      677329   2.58916400000000     
      678976   2.58823000000000     
      680625   2.51281700000000     
      682276   2.55011000000000     
      683929   2.55625400000000     
      685584   2.56812800000000     
      687241   2.53898000000000     
      688900   2.55591300000000     
      690561   2.54284300000000     
      692224   3.56617200000000     
      693889   2.60196000000000     
      695556   2.59925500000000     
      697225   2.61642800000000     
      698896   2.62877800000000     
      700569   2.64122200000000     
      702244   2.61490500000000     
      703921   2.76355300000000     
      705600   2.75042500000000     
      707281   2.67477700000000     
      708964   2.68799400000000     
      710649   2.72690800000000     
      712336   2.70251400000000     
      714025   2.69174100000000     
      715716   2.71637900000000     
      717409   2.71631600000000     
      719104   2.92982500000000     
      720801   2.73152300000000     
      722500   2.74378500000000     
      724201   2.98220900000000     
      725904   2.93172700000000     
      727609   2.85123300000000     
      729316   3.12274600000000     
      731025   3.05707100000000     
      732736   3.23246900000000     
      734449   3.11225900000000     
      736164   2.88792100000000     
      737881   3.18419700000000     
      739600   3.12222500000000     
      741321   2.86407800000000     
