n   time 
      236196  0.788679000000000     
      237169  0.778815000000000     
      238144  0.777916000000000     
      239121  0.813681000000000     
      240100  0.811553000000000     
      241081  0.819578000000000     
      242064  0.824244000000000     
      243049  0.807240000000000     
      244036  0.824772000000000     
      245025  0.853492000000000     
      246016  0.844688000000000     
      247009  0.856300000000000     
      248004  0.847510000000000     
      249001  0.879958000000000     
      250000  0.865621000000000     
      251001  0.890191000000000     
      252004  0.871035000000000     
      253009  0.896460000000000     
      254016  0.875909000000000     
      255025  0.895003000000000     
      256036  0.902719000000000     
      257049  0.916863000000000     
      258064  0.913315000000000     
      259081  0.936231000000000     
      260100  0.962492000000000     
      261121  0.890630000000000     
      262144   1.23049800000000     
      263169  0.965238000000000     
      264196  0.952918000000000     
      265225  0.981470000000000     
      266256  0.992507000000000     
      267289  0.968393000000000     
      268324  0.988119000000000     
      269361  0.980936000000000     
      270400  0.963402000000000     
      271441   1.02037100000000     
      272484   1.00123200000000     
      273529   1.01748700000000     
      274576   1.01487500000000     
      275625   1.04073900000000     
      276676   1.02443800000000     
      277729   1.04700400000000     
      278784   1.01940200000000     
      279841   1.02991300000000     
      280900   1.05034700000000     
      281961   1.06229600000000     
      283024   1.05682300000000     
      284089   1.08301500000000     
      285156   1.07260600000000     
      286225   1.10463600000000     
      287296   1.08597600000000     
      288369   1.10971400000000     
      289444   1.10236400000000     
      290521   1.28054400000000     
      291600   1.19585400000000     
      292681   1.22756900000000     
      293764   1.16959800000000     
      294849   1.15145800000000     
      295936   1.29004500000000     
      297025   1.15230900000000     
      298116   1.21730000000000     
      299209   1.20327100000000     
      300304   1.18164900000000     
      301401   1.20068800000000     
      302500   1.16972500000000     
      303601   1.18330100000000     
      304704   1.15419800000000     
      305809   1.22136400000000     
      306916   1.19888600000000     
      308025   1.22866100000000     
      309136   1.21703000000000     
      310249   1.21378900000000     
      311364   1.24213400000000     
      312481   1.23364000000000     
      313600   1.24393800000000     
      314721   1.33385900000000     
      315844   1.31902600000000     
      316969   1.25010800000000     
      318096   1.28683800000000     
      319225   1.31964700000000     
      320356   1.28324900000000     
      321489   1.30521300000000     
      322624   1.26549900000000     
      323761   1.31970500000000     
      324900   1.30619800000000     
      326041   1.30664700000000     
      327184   1.34435500000000     
      328329   1.35331400000000     
      329476   1.33576100000000     
      330625   1.35034900000000     
      331776   1.62314500000000     
      332929   1.39550300000000     
      334084   1.40239200000000     
      335241   1.41586400000000     
      336400   1.42064000000000     
      337561   1.38830100000000     
      338724   1.41345800000000     
      339889   1.42096900000000     
      341056   1.37072900000000     
      342225   1.43639100000000     
      343396   1.48804300000000     
      344569   1.51401400000000     
      345744   1.47768800000000     
      346921   1.49964700000000     
      348100   1.46792300000000     
      349281   1.46240500000000     
      350464   1.47675000000000     
      351649   1.54062300000000     
      352836   1.48862000000000     
      354025   1.48387500000000     
      355216   1.51837900000000     
      356409   1.52369900000000     
      357604   1.49256800000000     
      358801   1.55073700000000     
      360000   1.55536400000000     
      361201   1.55054000000000     
      362404   1.56183900000000     
      363609   1.54037300000000     
      364816   1.55815400000000     
      366025   1.58847600000000     
      367236   1.58973100000000     
      368449   1.58759700000000     
      369664   1.70786800000000     
      370881   1.61466900000000     
      372100   1.60939600000000     
      373321   1.64611200000000     
      374544   1.62892800000000     
      375769   1.67039400000000     
      376996   1.62341100000000     
      378225   1.66925100000000     
      379456   1.63697000000000     
      380689   1.68611200000000     
      381924   1.66765100000000     
      383161   1.74726600000000     
      384400   1.70805800000000     
      385641   1.72986600000000     
      386884   1.73078400000000     
      388129   1.74789100000000     
      389376   1.72297400000000     
      390625   1.75268700000000     
      391876   1.74613000000000     
      393129   1.75042200000000     
      394384   1.87790400000000     
      395641   1.87705100000000     
      396900   1.85742100000000     
      398161   1.83208800000000     
      399424   1.83829400000000     
      400689   1.84499800000000     
      401956   1.83511700000000     
      403225   1.82073700000000     
      404496   1.82604100000000     
      405769   1.87844500000000     
      407044   1.87651400000000     
      408321   1.88620800000000     
      409600   2.42231000000000     
      410881   1.90064000000000     
      412164   1.89495600000000     
      413449   1.91223400000000     
      414736   1.90537300000000     
      416025   1.99492100000000     
      417316   1.93201200000000     
      418609   1.95182100000000     
      419904   1.89640300000000     
      421201   2.00934400000000     
      422500   1.98128600000000     
      423801   2.00811200000000     
      425104   1.97245700000000     
      426409   2.06551000000000     
      427716   2.03204300000000     
      429025   2.03881300000000     
      430336   1.99577900000000     
      431649   2.04210000000000     
      432964   2.02729700000000     
      434281   2.04499800000000     
      435600   2.07016000000000     
      436921   2.10496300000000     
      438244   2.08522100000000     
      439569   2.23156200000000     
      440896   2.16707000000000     
      442225   2.18133500000000     
      443556   2.11961200000000     
      444889   2.12678700000000     
      446224   2.23707300000000     
      447561   2.25560700000000     
      448900   2.17168000000000     
      450241   2.18763400000000     
      451584   2.36125600000000     
      452929   2.22321500000000     
      454276   2.17380500000000     
      455625   2.19445100000000     
      456976   2.21995400000000     
      458329   2.24376200000000     
      459684   2.20768300000000     
      461041   2.27915200000000     
      462400   2.17595100000000     
      463761   2.27330200000000     
      465124   2.25222200000000     
      466489   2.32673100000000     
      467856   2.30839000000000     
      469225   2.50760000000000     
      470596   2.43301300000000     
      471969   2.36074300000000     
      473344   2.36104700000000     
      474721   2.35960300000000     
      476100   2.38967000000000     
      477481   2.36119400000000     
      478864   2.37070200000000     
      480249   2.64228500000000     
      481636   2.51795200000000     
      483025   2.59492800000000     
      484416   2.42081300000000     
      485809   2.46248500000000     
      487204   2.54322900000000     
      488601   2.49479400000000     
      490000   2.49681200000000     
      491401   2.45517900000000     
      492804   2.49643500000000     
      494209   2.52753700000000     
      495616   3.04953700000000     
      497025   2.55177000000000     
      498436   2.55473200000000     
      499849   2.51591600000000     
      501264   2.56201900000000     
      502681   2.60135800000000     
      504100   2.59063200000000     
      505521   2.58374500000000     
      506944   2.57090200000000     
      508369   2.61657200000000     
      509796   2.61736500000000     
      511225   2.70985000000000     
      512656   2.60826600000000     
      514089   2.71031600000000     
      515524   2.65063300000000     
      516961   2.69074300000000     
      518400   2.84760500000000     
      519841   2.84995300000000     
      521284   2.93008200000000     
      522729   2.87208200000000     
      524176   2.70602500000000     
      525625   2.74041000000000     
      527076   2.77820100000000     
      528529   2.79935300000000     
      529984   2.75317600000000     
      531441   2.78698600000000     
      532900   2.83802100000000     
      534361   2.81129100000000     
      535824   2.82620900000000     
      537289   2.84552100000000     
      538756   2.81925900000000     
      540225   2.84570000000000     
      541696   3.17126800000000     
      543169   2.92344600000000     
      544644   3.11032700000000     
      546121   2.90336300000000     
      547600   2.90241800000000     
      549081   2.93639800000000     
      550564   2.94450100000000     
      552049   2.94578800000000     
      553536   3.06404700000000     
      555025   3.15332200000000     
      556516   2.97190500000000     
      558009   2.97528500000000     
      559504   3.01195900000000     
      561001   3.01258700000000     
      562500   3.04153800000000     
      564001   3.04766600000000     
      565504   3.05726000000000     
      567009   3.11832400000000     
      568516   3.11680800000000     
      570025   3.11359000000000     
      571536   3.08804900000000     
      573049   3.18405800000000     
      574564   3.19481700000000     
      576081   3.20157400000000     
      577600   3.10840000000000     
      579121   3.23663600000000     
      580644   3.12989200000000     
      582169   3.24771900000000     
      583696   3.22754400000000     
      585225   3.26891400000000     
      586756   3.39347800000000     
      588289   3.43174000000000     
      589824   4.18846700000000     
      591361   3.50526500000000     
      592900   3.36784500000000     
      594441   3.31169700000000     
      595984   3.38682300000000     
      597529   3.46306500000000     
      599076   3.36590300000000     
      600625   3.38901600000000     
      602176   3.34661400000000     
      603729   3.37026300000000     
      605284   3.49794400000000     
      606841   3.46789800000000     
      608400   3.42671300000000     
      609961   3.41921000000000     
      611524   3.43612800000000     
      613089   3.45601100000000     
      614656   3.52716200000000     
      616225   3.48735100000000     
      617796   3.87037400000000     
      619369   3.77312900000000     
      620944   3.54943800000000     
      622521   3.64921200000000     
      624100   3.56305600000000     
      625681   3.62870200000000     
      627264   3.52236500000000     
      628849   3.61964000000000     
      630436   3.68484900000000     
      632025   3.63875200000000     
      633616   3.74353600000000     
      635209   3.69801000000000     
      636804   3.69535800000000     
      638401   3.69110400000000     
      640000   4.21043100000000     
      641601   3.76293700000000     
      643204   3.75723700000000     
      644809   3.78027000000000     
      646416   3.75881800000000     
      648025   4.04816800000000     
      649636   3.82160700000000     
      651249   3.81735200000000     
      652864   3.93983800000000     
      654481   3.86349600000000     
      656100   3.83590400000000     
      657721   3.87317300000000     
      659344   3.87230500000000     
      660969   3.88985600000000     
      662596   3.90033100000000     
      664225   3.95656900000000     
      665856   3.97471800000000     
      667489   3.96525800000000     
      669124   4.01966800000000     
      670761   4.02678500000000     
      672400   3.98254100000000     
      674041   4.16727500000000     
      675684   4.47385700000000     
      677329   4.33117100000000     
      678976   4.17984400000000     
      680625   4.15522500000000     
      682276   4.14646200000000     
      683929   4.15981100000000     
      685584   4.11684900000000     
      687241   4.13108100000000     
      688900   4.20470300000000     
      690561   4.18299900000000     
      692224   5.21351700000000     
      693889   4.22237000000000     
      695556   4.24566300000000     
      697225   4.26975000000000     
      698896   4.26352000000000     
      700569   4.28202200000000     
      702244   4.55798700000000     
      703921   4.61897500000000     
      705600   4.45164400000000     
      707281   4.52636800000000     
      708964   4.36382300000000     
      710649   4.42044700000000     
      712336   4.34222500000000     
      714025   4.39411500000000     
      715716   4.42420400000000     
      717409   4.47997400000000     
      719104   4.54203400000000     
      720801   4.73482200000000     
      722500   5.52179100000000     
      724201   5.06847600000000     
      725904   4.63696000000000     
      727609   5.52512300000000     
      729316   6.29233900000000     
      731025   5.41279900000000     
      732736   5.56524600000000     
      734449   5.67562200000000     
      736164   4.90453100000000     
      737881   5.40030000000000     
      739600   6.48312500000000     
